^picklistId,OptionId,minValue,maxValue,value,status,external_code,parentOptionId,en_US,en_DEBUG,pt_BR,es_ES
ISOCountryList,156,-1,-1,-1,ACTIVE,KOR,-1,"Korea, Republic of",,,
ISOCountryList,157,-1,-1,-1,ACTIVE,KWT,-1,Kuwait,,,
ISOCountryList,158,-1,-1,-1,ACTIVE,KGZ,-1,Kyrgyzstan,,,
ISOCountryList,159,-1,-1,-1,ACTIVE,LAO,-1,Lao People's Democratic Republic,,,
ISOCountryList,160,-1,-1,-1,ACTIVE,LVA,-1,Latvia,,,
ISOCountryList,161,-1,-1,-1,ACTIVE,LBN,-1,Lebanon,,,
ISOCountryList,162,-1,-1,-1,ACTIVE,LSO,-1,Lesotho,,,
ISOCountryList,163,-1,-1,-1,ACTIVE,LBR,-1,Liberia,,,
ISOCountryList,164,-1,-1,-1,ACTIVE,LBY,-1,Libyan Arab Jamahiriya,,,
ISOCountryList,165,-1,-1,-1,ACTIVE,LIE,-1,Liechtenstein,,,
ISOCountryList,166,-1,-1,-1,ACTIVE,LTU,-1,Lithuania,,,
ISOCountryList,167,-1,-1,-1,ACTIVE,LUX,-1,Luxembourg,,,
ISOCountryList,168,-1,-1,-1,ACTIVE,MAC,-1,Macao,,,
ISOCountryList,169,-1,-1,-1,ACTIVE,MKD,-1,"Macedonia, the former Yugoslav Republic of",,,
ISOCountryList,170,-1,-1,-1,ACTIVE,MDG,-1,Madagascar,,,
ISOCountryList,171,-1,-1,-1,ACTIVE,MWI,-1,Malawi,,,
ISOCountryList,172,-1,-1,-1,ACTIVE,MYS,-1,Malaysia,,,
ISOCountryList,173,-1,-1,-1,ACTIVE,MDV,-1,Maldives,,,
ISOCountryList,174,-1,-1,-1,ACTIVE,MLI,-1,Mali,,,
ISOCountryList,175,-1,-1,-1,ACTIVE,MLT,-1,Malta,,,
ISOCountryList,176,-1,-1,-1,ACTIVE,MHL,-1,Marshall Islands,,,
ISOCountryList,177,-1,-1,-1,ACTIVE,MTQ,-1,Martinique,,,
ISOCountryList,178,-1,-1,-1,ACTIVE,MRT,-1,Mauritania,,,
ISOCountryList,179,-1,-1,-1,ACTIVE,MUS,-1,Mauritius,,,
ISOCountryList,180,-1,-1,-1,ACTIVE,MYT,-1,Mayotte,,,
ISOCountryList,181,-1,-1,-1,ACTIVE,MEX,-1,Mexico,,,
ISOCountryList,182,-1,-1,-1,ACTIVE,FSM,-1,"Micronesia, Federated States of",,,
ISOCountryList,183,-1,-1,-1,ACTIVE,MDA,-1,"Moldova, Republic of",,,
ISOCountryList,184,-1,-1,-1,ACTIVE,MCO,-1,Monaco,,,
ISOCountryList,185,-1,-1,-1,ACTIVE,MNG,-1,Mongolia,,,
ISOCountryList,186,-1,-1,-1,ACTIVE,MNE,-1,Montenegro,,,
ISOCountryList,187,-1,-1,-1,ACTIVE,MSR,-1,Montserrat,,,
ISOCountryList,188,-1,-1,-1,ACTIVE,MAR,-1,Morocco,,,
ISOCountryList,189,-1,-1,-1,ACTIVE,MOZ,-1,Mozambique,,,
ISOCountryList,190,-1,-1,-1,ACTIVE,MMR,-1,Myanmar,,,
ISOCountryList,191,-1,-1,-1,ACTIVE,NAM,-1,Namibia,,,
ISOCountryList,192,-1,-1,-1,ACTIVE,NRU,-1,Nauru,,,
ISOCountryList,193,-1,-1,-1,ACTIVE,NPL,-1,Nepal,,,
ISOCountryList,194,-1,-1,-1,ACTIVE,NLD,-1,Netherlands,,,
ISOCountryList,195,-1,-1,-1,ACTIVE,ANT,-1,Netherlands Antilles,,,
ISOCountryList,196,-1,-1,-1,ACTIVE,NCL,-1,New Caledonia,,,
ISOCountryList,197,-1,-1,-1,ACTIVE,NZL,-1,New Zealand,,,
ISOCountryList,198,-1,-1,-1,ACTIVE,NIC,-1,Nicaragua,,,
ISOCountryList,199,-1,-1,-1,ACTIVE,NER,-1,Niger,,,
ISOCountryList,200,-1,-1,-1,ACTIVE,NGA,-1,Nigeria,,,
ISOCountryList,201,-1,-1,-1,ACTIVE,NIU,-1,Niue,,,
ISOCountryList,202,-1,-1,-1,ACTIVE,NFK,-1,Norfolk Island,,,
ISOCountryList,203,-1,-1,-1,ACTIVE,MNP,-1,Northern Mariana Islands,,,
ISOCountryList,204,-1,-1,-1,ACTIVE,NOR,-1,Norway,,,
ISOCountryList,205,-1,-1,-1,ACTIVE,OMN,-1,Oman,,,
ISOCountryList,206,-1,-1,-1,ACTIVE,PAK,-1,Pakistan,,,
ISOCountryList,207,-1,-1,-1,ACTIVE,PLW,-1,Palau,,,
ISOCountryList,208,-1,-1,-1,ACTIVE,PSE,-1,"Palestinian Territory, Occupied",,,
ISOCountryList,209,-1,-1,-1,ACTIVE,PAN,-1,Panama,,,
ISOCountryList,210,-1,-1,-1,ACTIVE,PNG,-1,Papua New Guinea,,,
ISOCountryList,211,-1,-1,-1,ACTIVE,PRY,-1,Paraguay,,,
ISOCountryList,212,-1,-1,-1,ACTIVE,PER,-1,Peru,,,
ISOCountryList,213,-1,-1,-1,ACTIVE,PHL,-1,Philippines,,,
ISOCountryList,214,-1,-1,-1,ACTIVE,PCN,-1,Pitcairn,,,
ISOCountryList,215,-1,-1,-1,ACTIVE,POL,-1,Poland,,,
ISOCountryList,216,-1,-1,-1,ACTIVE,PRT,-1,Portugal,,,
ISOCountryList,217,-1,-1,-1,ACTIVE,PRI,-1,Puerto Rico,,,
ISOCountryList,218,-1,-1,-1,ACTIVE,QAT,-1,Qatar,,,
ISOCountryList,219,-1,-1,-1,ACTIVE,ROU,-1,Romania,,,
ISOCountryList,220,-1,-1,-1,ACTIVE,RUS,-1,Russian Federation,,,
ISOCountryList,221,-1,-1,-1,ACTIVE,RWA,-1,Rwanda,,,
ISOCountryList,222,-1,-1,-1,ACTIVE,REU,-1,Réunion,,,
ISOCountryList,223,-1,-1,-1,ACTIVE,BLM,-1,Saint Barthélemy,,,
ISOCountryList,224,-1,-1,-1,ACTIVE,SHN,-1,"Saint Helena, Ascension and Tristan da Cunha",,,
ISOCountryList,225,-1,-1,-1,ACTIVE,KNA,-1,Saint Kitts and Nevis,,,
ISOCountryList,226,-1,-1,-1,ACTIVE,LCA,-1,Saint Lucia,,,
ISOCountryList,227,-1,-1,-1,ACTIVE,MAF,-1,Saint Martin (French part),,,
ISOCountryList,228,-1,-1,-1,ACTIVE,SPM,-1,Saint Pierre and Miquelon,,,
ISOCountryList,229,-1,-1,-1,ACTIVE,VCT,-1,Saint Vincent and the Grenadines,,,
ISOCountryList,230,-1,-1,-1,ACTIVE,WSM,-1,Samoa,,,
ISOCountryList,231,-1,-1,-1,ACTIVE,SMR,-1,San Marino,,,
ISOCountryList,232,-1,-1,-1,ACTIVE,STP,-1,Sao Tome and Principe,,,
ISOCountryList,233,-1,-1,-1,ACTIVE,SAU,-1,Saudi Arabia,,,
ISOCountryList,234,-1,-1,-1,ACTIVE,SEN,-1,Senegal,,,
ISOCountryList,235,-1,-1,-1,ACTIVE,SRB,-1,Serbia,,,
ISOCountryList,236,-1,-1,-1,ACTIVE,SYC,-1,Seychelles,,,
ISOCountryList,237,-1,-1,-1,ACTIVE,SLE,-1,Sierra Leone,,,
ISOCountryList,238,-1,-1,-1,ACTIVE,SGP,-1,Singapore,,,
ISOCountryList,239,-1,-1,-1,ACTIVE,SVK,-1,Slovakia,,,
ISOCountryList,240,-1,-1,-1,ACTIVE,SVN,-1,Slovenia,,,
ISOCountryList,241,-1,-1,-1,ACTIVE,SLB,-1,Solomon Islands,,,
ISOCountryList,242,-1,-1,-1,ACTIVE,SOM,-1,Somalia,,,
ISOCountryList,243,-1,-1,-1,ACTIVE,ZAF,-1,South Africa,,,
ISOCountryList,244,-1,-1,-1,ACTIVE,SGS,-1,South Georgia and the South Sandwich Islands,,,
ISOCountryList,245,-1,-1,-1,ACTIVE,ESP,-1,Spain,,,
ISOCountryList,246,-1,-1,-1,ACTIVE,LKA,-1,Sri Lanka,,,
ISOCountryList,247,-1,-1,-1,ACTIVE,SDN,-1,Sudan,,,
ISOCountryList,248,-1,-1,-1,ACTIVE,SUR,-1,Suriname,,,
ISOCountryList,249,-1,-1,-1,ACTIVE,SJM,-1,Svalbard and Jan Mayen,,,
ISOCountryList,250,-1,-1,-1,ACTIVE,SWZ,-1,Swaziland,,,
ISOCountryList,251,-1,-1,-1,ACTIVE,SWE,-1,Sweden,,,
ISOCountryList,252,-1,-1,-1,ACTIVE,CHE,-1,Switzerland,,,
ISOCountryList,253,-1,-1,-1,ACTIVE,SYR,-1,Syrian Arab Republic,,,
ISOCountryList,254,-1,-1,-1,ACTIVE,TWN,-1,Taiwan,,,
ISOCountryList,255,-1,-1,-1,ACTIVE,TJK,-1,Tajikistan,,,
ISOCountryList,256,-1,-1,-1,ACTIVE,TZA,-1,"Tanzania, United Republic of",,,
ISOCountryList,257,-1,-1,-1,ACTIVE,THA,-1,Thailand,,,
ISOCountryList,258,-1,-1,-1,ACTIVE,TLS,-1,Timor-Leste,,,
ISOCountryList,259,-1,-1,-1,ACTIVE,TGO,-1,Togo,,,
ISOCountryList,260,-1,-1,-1,ACTIVE,TKL,-1,Tokelau,,,
ISOCountryList,261,-1,-1,-1,ACTIVE,TON,-1,Tonga,,,
ISOCountryList,262,-1,-1,-1,ACTIVE,TTO,-1,Trinidad and Tobago,,,
ISOCountryList,263,-1,-1,-1,ACTIVE,TUN,-1,Tunisia,,,
ISOCountryList,264,-1,-1,-1,ACTIVE,TUR,-1,Turkey,,,
ISOCountryList,265,-1,-1,-1,ACTIVE,TKM,-1,Turkmenistan,,,
ISOCountryList,266,-1,-1,-1,ACTIVE,TCA,-1,Turks and Caicos Islands,,,
ISOCountryList,267,-1,-1,-1,ACTIVE,TUV,-1,Tuvalu,,,
ISOCountryList,268,-1,-1,-1,ACTIVE,UGA,-1,Uganda,,,
ISOCountryList,269,-1,-1,-1,ACTIVE,UKR,-1,Ukraine,,,
ISOCountryList,270,-1,-1,-1,ACTIVE,ARE,-1,United Arab Emirates,,,
ISOCountryList,271,-1,-1,-1,ACTIVE,GBR,-1,United Kingdom,,,
ISOCountryList,272,-1,-1,-1,ACTIVE,USA,-1,United States,,,
ISOCountryList,273,-1,-1,-1,ACTIVE,UMI,-1,United States Minor Outlying Islands,,,
ISOCountryList,274,-1,-1,-1,ACTIVE,URY,-1,Uruguay,,,
ISOCountryList,275,-1,-1,-1,ACTIVE,UZB,-1,Uzbekistan,,,
ISOCountryList,276,-1,-1,-1,ACTIVE,VUT,-1,Vanuatu,,,
ISOCountryList,277,-1,-1,-1,ACTIVE,VEN,-1,"Venezuela, Bolivarian Republic of",,,
ISOCountryList,278,-1,-1,-1,ACTIVE,VNM,-1,Viet Nam,,,
ISOCountryList,279,-1,-1,-1,ACTIVE,VGB,-1,"Virgin Islands, British",,,
ISOCountryList,280,-1,-1,-1,ACTIVE,VIR,-1,"Virgin Islands, U.S.",,,
ISOCountryList,281,-1,-1,-1,ACTIVE,WLF,-1,Wallis and Futuna,,,
ISOCountryList,282,-1,-1,-1,ACTIVE,ESH,-1,Western Sahara,,,
ISOCountryList,283,-1,-1,-1,ACTIVE,YEM,-1,Yemen,,,
ISOCountryList,284,-1,-1,-1,ACTIVE,ZMB,-1,Zambia,,,
ISOCountryList,285,-1,-1,-1,ACTIVE,ZWE,-1,Zimbabwe,,,
ISOCountryList,286,-1,-1,-1,ACTIVE,ALA,-1,Åland Islands,,,
addressType,1,-1,-1,-1,ACTIVE,business,-1,Business,,,
addressType,2,-1,-1,-1,ACTIVE,home,-1,Home,,,
depositType,3,-1,-1,-1,ACTIVE,balance,-1,Balance,,,
depositType,4,-1,-1,-1,ACTIVE,flat,-1,Flat Amount,,,
depositType,5,-1,-1,-1,ACTIVE,percentage,-1,Percentage Amount,,,
sysJobCodes,21,-1,-1,-1,ACTIVE,,-1,EXEC,,,
sysJobCodes,22,-1,-1,-1,ACTIVE,,-1,IC,,,
sysJobCodes,23,-1,-1,-1,ACTIVE,,-1,MGR,,,
